2025-09-09 13:49:03,789 - WARNING - Not Found: /favicon.ico
2025-09-09 13:49:07,925 - INFO - Successfully created DB engine.
2025-09-09 13:49:07,969 - INFO - package: mysql.connector.plugins
2025-09-09 13:49:07,969 - INFO - plugin_name: caching_sha2_password
2025-09-09 13:49:07,969 - INFO - AUTHENTICATION_PLUGIN_CLASS: MySQLCachingSHA2PasswordAuthPlugin
2025-09-09 13:49:07,969 - INFO - package: mysql.connector.plugins
2025-09-09 13:49:07,969 - INFO - plugin_name: mysql_native_password
2025-09-09 13:49:07,970 - INFO - AUTHENTICATION_PLUGIN_CLASS: MySQLNativePasswordAuthPlugin
2025-09-09 13:49:15,768 - INFO - Successfully created DB engine.
2025-09-09 13:49:34,863 - INFO - Successfully created DB engine.
2025-09-09 13:49:34,926 - INFO - Successfully created DB engine.
2025-09-09 13:49:36,900 - INFO - Excel fayldagi yillar: [1955 1956 1957 1958 1959 1960 1961 1962 1963 1964 1965 1966 1967 1968
 1969 1970 1971 1972 1973 1974 1975 1976 1977 1978 1979 1980 1981 1982
 1983 1984 1985 1986 1987 1988 1989 1990 1991 1992 1993 1994 1995 1996
 1997 1998 1999 2000 2001 2002 2003 2004 2005 2006 2007 2008 2009 2010
 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024
 2025]
2025-09-09 13:49:36,900 - INFO - Excel fayldagi umumiy qatorlar: 36572
2025-09-09 13:49:36,901 - INFO - min_mag=4.0 bo'yicha filtrlangan qatorlar: 712
2025-09-09 13:49:36,902 - INFO - Filtrlangan yillar: [1955 1956 1957 1958 1959 1960 1961 1962 1963 1964 1965 1966 1967 1968
 1969 1970 1971 1972 1973 1974 1975 1976 1977 1978 1979 1980 1981 1982
 1983 1984 1985 1986 1987 1988 1989 1990 1991 1992 1993 1994 1995 1996
 1998 1999 2000 2001 2002 2003 2004 2005 2006 2007 2008 2009 2010 2011
 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025]
2025-09-09 13:49:37,261 - INFO - Successfully created DB engine.
2025-09-09 13:49:37,308 - INFO - Xaritaga qo'shiladigan zilzila qatorlari: 712
2025-09-09 13:49:37,310 - INFO - Zilzila 16: Sana=1955-02-09 00:00:00, Yil=1955, Mb=4.2
2025-09-09 13:49:37,320 - INFO - Zilzila 861: Sana=1962-12-18 00:00:00, Yil=1962, Mb=4.9
2025-09-09 13:49:37,320 - INFO - Zilzila 903: Sana=1963-04-08 00:00:00, Yil=1963, Mb=4.1
2025-09-09 13:49:37,320 - INFO - Zilzila 963: Sana=1963-10-19 00:00:00, Yil=1963, Mb=4.7
2025-09-09 13:49:37,321 - INFO - Zilzila 996: Sana=1964-01-07 00:00:00, Yil=1964, Mb=4.7
2025-09-09 13:49:37,321 - INFO - Zilzila 1000: Sana=1964-02-10 00:00:00, Yil=1964, Mb=4.6
2025-09-09 13:49:37,321 - INFO - Zilzila 1001: Sana=1964-02-17 00:00:00, Yil=1964, Mb=4.2
2025-09-09 13:49:37,321 - INFO - Zilzila 1008: Sana=1964-03-22 00:00:00, Yil=1964, Mb=4.2
2025-09-09 13:49:37,321 - INFO - Zilzila 1039: Sana=1964-05-26 00:00:00, Yil=1964, Mb=4.1
2025-09-09 13:49:37,321 - INFO - Zilzila 1061: Sana=1964-07-27 00:00:00, Yil=1964, Mb=4.0
2025-09-09 13:49:37,321 - INFO - Zilzila 1123: Sana=1965-03-17 00:00:00, Yil=1965, Mb=5.0
2025-09-09 13:49:37,322 - INFO - Zilzila 1132: Sana=1965-04-04 00:00:00, Yil=1965, Mb=4.2
2025-09-09 13:49:37,322 - INFO - Zilzila 1149: Sana=1965-05-12 00:00:00, Yil=1965, Mb=4.0
2025-09-09 13:49:37,322 - INFO - Zilzila 1161: Sana=1965-06-02 00:00:00, Yil=1965, Mb=4.2
2025-09-09 13:49:37,322 - INFO - Zilzila 1164: Sana=1965-06-13 00:00:00, Yil=1965, Mb=4.2
2025-09-09 13:49:37,322 - INFO - Zilzila 1176: Sana=1965-07-26 00:00:00, Yil=1965, Mb=4.5
2025-09-09 13:49:37,323 - INFO - Zilzila 1211: Sana=1965-10-31 00:00:00, Yil=1965, Mb=4.3
2025-09-09 13:49:37,323 - INFO - Zilzila 1248: Sana=1966-02-01 00:00:00, Yil=1966, Mb=4.4
2025-09-09 13:49:37,323 - INFO - Zilzila 1275: Sana=1966-04-25 00:00:00, Yil=1966, Mb=4.0
2025-09-09 13:49:37,323 - INFO - Zilzila 1277: Sana=1966-04-25 00:00:00, Yil=1966, Mb=5.2
2025-09-09 13:49:37,323 - INFO - Zilzila 1280: Sana=1966-04-30 00:00:00, Yil=1966, Mb=5.3
2025-09-09 13:49:37,323 - INFO - Zilzila 1289: Sana=1966-05-09 00:00:00, Yil=1966, Mb=4.3
2025-09-09 13:49:37,324 - INFO - Zilzila 1295: Sana=1966-05-20 00:00:00, Yil=1966, Mb=4.3
2025-09-09 13:49:37,324 - INFO - Zilzila 1301: Sana=1966-05-30 00:00:00, Yil=1966, Mb=4.1
2025-09-09 13:49:37,324 - INFO - Zilzila 1318: Sana=1966-07-04 00:00:00, Yil=1966, Mb=4.1
2025-09-09 13:49:37,324 - INFO - Zilzila 1324: Sana=1966-07-16 00:00:00, Yil=1966, Mb=5.1
2025-09-09 13:49:37,324 - INFO - Zilzila 1375: Sana=1966-11-19 00:00:00, Yil=1966, Mb=4.4
2025-09-09 13:49:37,324 - INFO - Zilzila 1379: Sana=1966-11-25 00:00:00, Yil=1966, Mb=4.1
2025-09-09 13:49:37,325 - INFO - Zilzila 1386: Sana=1966-12-22 00:00:00, Yil=1966, Mb=4.6
2025-09-09 13:49:37,325 - INFO - Zilzila 1415: Sana=1967-03-02 00:00:00, Yil=1967, Mb=4.7
2025-09-09 13:49:37,325 - INFO - Zilzila 1440: Sana=1967-05-12 00:00:00, Yil=1967, Mb=4.7
2025-09-09 13:49:37,325 - INFO - Zilzila 1448: Sana=1967-05-18 00:00:00, Yil=1967, Mb=4.6
2025-09-09 13:49:37,325 - INFO - Zilzila 1453: Sana=1967-05-22 00:00:00, Yil=1967, Mb=4.4
2025-09-09 13:49:37,325 - INFO - Zilzila 1454: Sana=1967-05-22 00:00:00, Yil=1967, Mb=4.4
2025-09-09 13:49:37,326 - INFO - Zilzila 1473: Sana=1967-07-20 00:00:00, Yil=1967, Mb=4.0
2025-09-09 13:49:37,327 - INFO - Zilzila 1525: Sana=1967-12-02 00:00:00, Yil=1967, Mb=4.1
2025-09-09 13:49:37,327 - INFO - Zilzila 1553: Sana=1968-01-26 00:00:00, Yil=1968, Mb=4.1
2025-09-09 13:49:37,327 - INFO - Zilzila 1572: Sana=1968-03-13 00:00:00, Yil=1968, Mb=5.0
2025-09-09 13:49:37,327 - INFO - Zilzila 1575: Sana=1968-03-14 00:00:00, Yil=1968, Mb=5.2
2025-09-09 13:49:37,327 - INFO - Zilzila 1617: Sana=1968-07-08 00:00:00, Yil=1968, Mb=4.8
2025-09-09 13:49:37,328 - INFO - Zilzila 1621: Sana=1968-07-20 00:00:00, Yil=1968, Mb=4.4
2025-09-09 13:49:37,328 - INFO - Zilzila 1678: Sana=1969-01-07 00:00:00, Yil=1969, Mb=4.1
2025-09-09 13:49:37,328 - INFO - Zilzila 1711: Sana=1969-04-06 00:00:00, Yil=1969, Mb=4.1
2025-09-09 13:49:37,328 - INFO - Zilzila 1722: Sana=1969-05-13 00:00:00, Yil=1969, Mb=4.6
2025-09-09 13:49:37,328 - INFO - Zilzila 1733: Sana=1969-06-09 00:00:00, Yil=1969, Mb=4.3
2025-09-09 13:49:37,328 - INFO - Zilzila 1745: Sana=1969-08-16 00:00:00, Yil=1969, Mb=4.4
2025-09-09 13:49:37,329 - INFO - Zilzila 1774: Sana=1969-12-09 00:00:00, Yil=1969, Mb=4.4
2025-09-09 13:49:37,329 - INFO - Zilzila 1786: Sana=1970-01-19 00:00:00, Yil=1970, Mb=4.4
2025-09-09 13:49:37,329 - INFO - Zilzila 1791: Sana=1970-02-08 00:00:00, Yil=1970, Mb=4.6
2025-09-09 13:49:37,329 - INFO - Zilzila 1802: Sana=1970-03-12 00:00:00, Yil=1970, Mb=4.5
2025-09-09 13:49:37,329 - INFO - Zilzila 1834: Sana=1970-06-21 00:00:00, Yil=1970, Mb=4.3
2025-09-09 13:49:37,329 - INFO - Zilzila 1839: Sana=1970-07-08 00:00:00, Yil=1970, Mb=4.3
2025-09-09 13:49:37,329 - INFO - Zilzila 1850: Sana=1970-08-06 00:00:00, Yil=1970, Mb=4.2
2025-09-09 13:49:37,330 - INFO - Zilzila 1867: Sana=1970-09-25 00:00:00, Yil=1970, Mb=4.3
2025-09-09 13:49:37,330 - INFO - Zilzila 1880: Sana=1970-11-07 00:00:00, Yil=1970, Mb=4.4
2025-09-09 13:49:37,330 - INFO - Zilzila 1904: Sana=1970-12-30 00:00:00, Yil=1970, Mb=4.2
2025-09-09 13:49:37,330 - INFO - Zilzila 1933: Sana=1971-02-17 00:00:00, Yil=1971, Mb=4.2
2025-09-09 13:49:37,330 - INFO - Zilzila 1935: Sana=1971-02-18 00:00:00, Yil=1971, Mb=4.0
2025-09-09 13:49:37,330 - INFO - Zilzila 1938: Sana=1971-02-21 00:00:00, Yil=1971, Mb=4.2
2025-09-09 13:49:37,331 - INFO - Zilzila 1979: Sana=1971-04-27 00:00:00, Yil=1971, Mb=4.9
2025-09-09 13:49:37,331 - INFO - Zilzila 2029: Sana=1971-07-24 00:00:00, Yil=1971, Mb=5.2
2025-09-09 13:49:37,331 - INFO - Zilzila 2073: Sana=1971-10-28 00:00:00, Yil=1971, Mb=5.6
2025-09-09 13:49:37,331 - INFO - Zilzila 2074: Sana=1971-10-28 00:00:00, Yil=1971, Mb=4.0
2025-09-09 13:49:37,331 - INFO - Zilzila 2119: Sana=1971-11-18 00:00:00, Yil=1971, Mb=5.6
2025-09-09 13:49:37,331 - INFO - Zilzila 2120: Sana=1971-11-19 00:00:00, Yil=1971, Mb=5.0
2025-09-09 13:49:37,331 - INFO - Zilzila 2151: Sana=1971-12-12 00:00:00, Yil=1971, Mb=4.3
2025-09-09 13:49:37,332 - INFO - Zilzila 2169: Sana=1972-01-05 00:00:00, Yil=1972, Mb=4.0
2025-09-09 13:49:37,332 - INFO - Zilzila 2191: Sana=1972-03-17 00:00:00, Yil=1972, Mb=5.2
2025-09-09 13:49:37,332 - INFO - Zilzila 2201: Sana=1972-04-12 00:00:00, Yil=1972, Mb=4.4
2025-09-09 13:49:37,332 - INFO - Zilzila 2261: Sana=1972-08-09 00:00:00, Yil=1972, Mb=4.1
2025-09-09 13:49:37,332 - INFO - Zilzila 2298: Sana=1972-11-01 00:00:00, Yil=1972, Mb=4.0
2025-09-09 13:49:37,332 - INFO - Zilzila 2355: Sana=1973-04-21 00:00:00, Yil=1973, Mb=4.1
2025-09-09 13:49:37,333 - INFO - Zilzila 2437: Sana=1974-01-11 00:00:00, Yil=1974, Mb=4.7
2025-09-09 13:49:37,333 - INFO - Zilzila 2442: Sana=1974-01-22 00:00:00, Yil=1974, Mb=4.7
2025-09-09 13:49:37,333 - INFO - Zilzila 2457: Sana=1974-02-20 00:00:00, Yil=1974, Mb=4.8
2025-09-09 13:49:37,333 - INFO - Zilzila 2460: Sana=1974-02-24 00:00:00, Yil=1974, Mb=4.3
2025-09-09 13:49:37,333 - INFO - Zilzila 2483: Sana=1974-04-06 00:00:00, Yil=1974, Mb=4.0
2025-09-09 13:49:37,333 - INFO - Zilzila 2486: Sana=1974-04-13 00:00:00, Yil=1974, Mb=4.4
2025-09-09 13:49:37,333 - INFO - Zilzila 2531: Sana=1974-08-11 00:00:00, Yil=1974, Mb=5.8
2025-09-09 13:49:37,334 - INFO - Zilzila 2535: Sana=1974-08-11 00:00:00, Yil=1974, Mb=6.0
2025-09-09 13:49:37,334 - INFO - Zilzila 2542: Sana=1974-08-12 00:00:00, Yil=1974, Mb=4.4
2025-09-09 13:49:37,334 - INFO - Zilzila 2543: Sana=1974-08-12 00:00:00, Yil=1974, Mb=5.1
2025-09-09 13:49:37,334 - INFO - Zilzila 2574: Sana=1974-08-18 00:00:00, Yil=1974, Mb=4.4
2025-09-09 13:49:37,334 - INFO - Zilzila 2582: Sana=1974-08-27 00:00:00, Yil=1974, Mb=6.0
2025-09-09 13:49:37,334 - INFO - Zilzila 2584: Sana=1974-08-29 00:00:00, Yil=1974, Mb=4.1
2025-09-09 13:49:37,334 - INFO - Zilzila 2592: Sana=1974-09-16 00:00:00, Yil=1974, Mb=4.9
2025-09-09 13:49:37,335 - INFO - Zilzila 2602: Sana=1974-10-08 00:00:00, Yil=1974, Mb=4.1
2025-09-09 13:49:37,335 - INFO - Zilzila 2605: Sana=1974-10-10 00:00:00, Yil=1974, Mb=4.3
2025-09-09 13:49:37,335 - INFO - Zilzila 2625: Sana=1974-11-21 00:00:00, Yil=1974, Mb=4.1
2025-09-09 13:49:37,335 - INFO - Zilzila 2690: Sana=1975-03-05 00:00:00, Yil=1975, Mb=4.0
2025-09-09 13:49:37,335 - INFO - Zilzila 2742: Sana=1975-05-21 00:00:00, Yil=1975, Mb=4.4
2025-09-09 13:49:37,335 - INFO - Zilzila 2781: Sana=1975-07-31 00:00:00, Yil=1975, Mb=5.0
2025-09-09 13:49:37,335 - INFO - Zilzila 2786: Sana=1975-08-12 00:00:00, Yil=1975, Mb=4.1
2025-09-09 13:49:37,336 - INFO - Zilzila 2803: Sana=1975-09-29 00:00:00, Yil=1975, Mb=4.9
2025-09-09 13:49:37,336 - INFO - Zilzila 2823: Sana=1975-11-11 00:00:00, Yil=1975, Mb=4.6
2025-09-09 13:49:37,336 - INFO - Zilzila 2863: Sana=1976-01-16 00:00:00, Yil=1976, Mb=4.4
2025-09-09 13:49:37,336 - INFO - Zilzila 2884: Sana=1976-02-26 00:00:00, Yil=1976, Mb=4.1
2025-09-09 13:49:37,336 - INFO - Zilzila 2897: Sana=1976-03-21 00:00:00, Yil=1976, Mb=4.1
2025-09-09 13:49:37,336 - INFO - Zilzila 2904: Sana=1976-04-08 00:00:00, Yil=1976, Mb=7.0
2025-09-09 13:49:37,337 - INFO - Zilzila 2905: Sana=1976-04-08 00:00:00, Yil=1976, Mb=6.2
2025-09-09 13:49:37,337 - INFO - Zilzila 2906: Sana=1976-04-08 00:00:00, Yil=1976, Mb=4.3
2025-09-09 13:49:37,337 - INFO - Zilzila 2907: Sana=1976-04-08 00:00:00, Yil=1976, Mb=4.2
2025-09-09 13:49:37,337 - INFO - Zilzila 2908: Sana=1976-04-08 00:00:00, Yil=1976, Mb=4.3
2025-09-09 13:49:37,337 - INFO - Zilzila 2909: Sana=1976-04-08 00:00:00, Yil=1976, Mb=4.8
2025-09-09 13:49:37,337 - INFO - Zilzila 2910: Sana=1976-04-08 00:00:00, Yil=1976, Mb=4.2
2025-09-09 13:49:37,337 - INFO - Zilzila 2911: Sana=1976-04-09 00:00:00, Yil=1976, Mb=4.3
2025-09-09 13:49:37,338 - INFO - Zilzila 2912: Sana=1976-04-12 00:00:00, Yil=1976, Mb=4.1
2025-09-09 13:49:37,338 - INFO - Zilzila 2914: Sana=1976-04-12 00:00:00, Yil=1976, Mb=4.3
2025-09-09 13:49:37,338 - INFO - Zilzila 2915: Sana=1976-04-14 00:00:00, Yil=1976, Mb=4.4
2025-09-09 13:49:37,338 - INFO - Zilzila 2916: Sana=1976-04-15 00:00:00, Yil=1976, Mb=4.4
2025-09-09 13:49:37,338 - INFO - Zilzila 2917: Sana=1976-04-15 00:00:00, Yil=1976, Mb=4.4
2025-09-09 13:49:37,338 - INFO - Zilzila 2918: Sana=1976-04-17 00:00:00, Yil=1976, Mb=4.4
2025-09-09 13:49:37,338 - INFO - Zilzila 2919: Sana=1976-04-18 00:00:00, Yil=1976, Mb=4.4
2025-09-09 13:49:37,339 - INFO - Zilzila 2920: Sana=1976-04-21 00:00:00, Yil=1976, Mb=4.9
2025-09-09 13:49:37,339 - INFO - Zilzila 2922: Sana=1976-04-23 00:00:00, Yil=1976, Mb=4.7
2025-09-09 13:49:37,339 - INFO - Zilzila 2923: Sana=1976-04-23 00:00:00, Yil=1976, Mb=4.5
2025-09-09 13:49:37,339 - INFO - Zilzila 2924: Sana=1976-04-24 00:00:00, Yil=1976, Mb=4.3
2025-09-09 13:49:37,339 - INFO - Zilzila 2931: Sana=1976-05-07 00:00:00, Yil=1976, Mb=4.5
2025-09-09 13:49:37,339 - INFO - Zilzila 2934: Sana=1976-05-09 00:00:00, Yil=1976, Mb=4.7
2025-09-09 13:49:37,340 - INFO - Zilzila 2938: Sana=1976-05-17 00:00:00, Yil=1976, Mb=7.2
2025-09-09 13:49:37,340 - INFO - Zilzila 2939: Sana=1976-05-17 00:00:00, Yil=1976, Mb=4.5
2025-09-09 13:49:37,340 - INFO - Zilzila 2940: Sana=1976-05-17 00:00:00, Yil=1976, Mb=4.5
2025-09-09 13:49:37,340 - INFO - Zilzila 2941: Sana=1976-05-18 00:00:00, Yil=1976, Mb=4.6
2025-09-09 13:49:37,340 - INFO - Zilzila 2942: Sana=1976-05-18 00:00:00, Yil=1976, Mb=4.6
2025-09-09 13:49:37,340 - INFO - Zilzila 2943: Sana=1976-05-18 00:00:00, Yil=1976, Mb=4.7
2025-09-09 13:49:37,340 - INFO - Zilzila 2944: Sana=1976-05-19 00:00:00, Yil=1976, Mb=4.2
2025-09-09 13:49:37,341 - INFO - Zilzila 2945: Sana=1976-05-19 00:00:00, Yil=1976, Mb=4.8
2025-09-09 13:49:37,341 - INFO - Zilzila 2946: Sana=1976-05-19 00:00:00, Yil=1976, Mb=4.4
2025-09-09 13:49:37,341 - INFO - Zilzila 2949: Sana=1976-05-24 00:00:00, Yil=1976, Mb=4.4
2025-09-09 13:49:37,341 - INFO - Zilzila 2954: Sana=1976-05-28 00:00:00, Yil=1976, Mb=4.7
2025-09-09 13:49:37,341 - INFO - Zilzila 2956: Sana=1976-06-01 00:00:00, Yil=1976, Mb=4.3
